id,hamming_original,accuracy_original,hamming_vae,accuracy_vae
000498,0,1.0,75,0.25
000499,0,1.0,85,0.15000000000000002
000500,0,1.0,67,0.32999999999999996
000501,0,1.0,80,0.19999999999999996
000502,0,1.0,96,0.040000000000000036
000503,0,1.0,92,0.07999999999999996
000504,0,1.0,96,0.040000000000000036
000505,0,1.0,94,0.06000000000000005
000506,0,1.0,81,0.18999999999999995
000507,0,1.0,97,0.030000000000000027
000508,0,1.0,94,0.06000000000000005
000509,0,1.0,78,0.21999999999999997
000510,0,1.0,57,0.43000000000000005
000511,0,1.0,90,0.09999999999999998
000512,0,1.0,91,0.08999999999999997
000513,0,1.0,56,0.43999999999999995
000514,0,1.0,83,0.17000000000000004
000515,0,1.0,93,0.06999999999999995
000516,0,1.0,68,0.31999999999999995
000517,0,1.0,91,0.08999999999999997
000518,0,1.0,57,0.43000000000000005
000519,0,1.0,87,0.13
000520,0,1.0,61,0.39
000521,0,1.0,71,0.29000000000000004
000522,0,1.0,95,0.050000000000000044
000523,0,1.0,100,0.0
000524,0,1.0,80,0.19999999999999996
000525,0,1.0,84,0.16000000000000003
000526,0,1.0,89,0.10999999999999999
000527,0,1.0,72,0.28
000528,0,1.0,86,0.14
000529,0,1.0,75,0.25
000530,0,1.0,59,0.41000000000000003
000531,1,0.99,56,0.43999999999999995
000532,0,1.0,88,0.12
000533,0,1.0,91,0.08999999999999997
000534,0,1.0,79,0.20999999999999996
000535,0,1.0,75,0.25
000536,0,1.0,90,0.09999999999999998
000537,0,1.0,90,0.09999999999999998
000538,0,1.0,66,0.33999999999999997
000539,0,1.0,70,0.30000000000000004
000540,0,1.0,83,0.17000000000000004
000541,0,1.0,81,0.18999999999999995
000542,0,1.0,93,0.06999999999999995
000543,0,1.0,59,0.41000000000000003
000544,0,1.0,37,0.63
000545,0,1.0,70,0.30000000000000004
000546,0,1.0,58,0.42000000000000004
000547,0,1.0,65,0.35
000548,0,1.0,98,0.020000000000000018
000549,0,1.0,71,0.29000000000000004
000550,0,1.0,78,0.21999999999999997
000551,0,1.0,59,0.41000000000000003
000552,0,1.0,93,0.06999999999999995
000553,1,0.99,73,0.27
000554,1,0.99,80,0.19999999999999996
000555,0,1.0,86,0.14
000556,0,1.0,74,0.26
000557,0,1.0,88,0.12
000558,0,1.0,87,0.13
000559,0,1.0,98,0.020000000000000018
000560,0,1.0,44,0.56
000561,0,1.0,86,0.14
000562,0,1.0,94,0.06000000000000005
000563,0,1.0,90,0.09999999999999998
000564,0,1.0,48,0.52
000565,0,1.0,76,0.24
000566,0,1.0,94,0.06000000000000005
000567,0,1.0,95,0.050000000000000044
000568,0,1.0,86,0.14
000569,0,1.0,93,0.06999999999999995
000570,0,1.0,96,0.040000000000000036
000571,0,1.0,66,0.33999999999999997
000572,0,1.0,75,0.25
000573,0,1.0,82,0.18000000000000005
000574,0,1.0,88,0.12
000575,0,1.0,45,0.55
000576,0,1.0,86,0.14
000577,0,1.0,67,0.32999999999999996
000578,0,1.0,94,0.06000000000000005
000579,1,0.99,96,0.040000000000000036
000580,0,1.0,84,0.16000000000000003
000581,0,1.0,87,0.13
000582,0,1.0,31,0.69
000583,0,1.0,87,0.13
000584,0,1.0,92,0.07999999999999996
000585,0,1.0,99,0.010000000000000009
000586,0,1.0,73,0.27
000587,0,1.0,93,0.06999999999999995
000588,0,1.0,82,0.18000000000000005
000589,0,1.0,86,0.14
000590,0,1.0,62,0.38
000591,0,1.0,64,0.36
000592,0,1.0,59,0.41000000000000003
000593,0,1.0,68,0.31999999999999995
000594,0,1.0,88,0.12
000595,0,1.0,74,0.26
000596,0,1.0,69,0.31000000000000005
000597,0,1.0,64,0.36
000598,0,1.0,88,0.12
000599,0,1.0,68,0.31999999999999995
000600,0,1.0,53,0.47
000601,0,1.0,86,0.14
000602,0,1.0,67,0.32999999999999996
000603,0,1.0,74,0.26
000604,1,0.99,61,0.39
000605,0,1.0,85,0.15000000000000002
000606,0,1.0,61,0.39
000607,0,1.0,91,0.08999999999999997
000608,0,1.0,90,0.09999999999999998
000609,0,1.0,85,0.15000000000000002
000610,0,1.0,91,0.08999999999999997
000611,0,1.0,92,0.07999999999999996
000612,0,1.0,85,0.15000000000000002
000613,0,1.0,67,0.32999999999999996
000614,1,0.99,91,0.08999999999999997
000615,0,1.0,84,0.16000000000000003
000616,0,1.0,82,0.18000000000000005
000617,0,1.0,91,0.08999999999999997
000618,0,1.0,78,0.21999999999999997
000619,0,1.0,86,0.14
000620,0,1.0,77,0.22999999999999998
000621,0,1.0,97,0.030000000000000027
000622,0,1.0,87,0.13
000623,0,1.0,65,0.35
000624,0,1.0,78,0.21999999999999997
000625,0,1.0,55,0.44999999999999996
000626,0,1.0,96,0.040000000000000036
000627,0,1.0,77,0.22999999999999998
000628,0,1.0,71,0.29000000000000004
000629,0,1.0,68,0.31999999999999995
000630,0,1.0,87,0.13
000631,0,1.0,82,0.18000000000000005
000632,0,1.0,53,0.47
000633,0,1.0,90,0.09999999999999998
000634,0,1.0,73,0.27
000635,0,1.0,62,0.38
000636,0,1.0,63,0.37
000637,0,1.0,73,0.27
000638,0,1.0,66,0.33999999999999997
000639,0,1.0,74,0.26
000640,0,1.0,62,0.38
000641,0,1.0,66,0.33999999999999997
000642,1,0.99,68,0.31999999999999995
000643,0,1.0,93,0.06999999999999995
000644,0,1.0,97,0.030000000000000027
000645,1,0.99,84,0.16000000000000003
000646,0,1.0,92,0.07999999999999996
000647,0,1.0,69,0.31000000000000005
000648,0,1.0,91,0.08999999999999997
000649,0,1.0,64,0.36
000650,0,1.0,62,0.38
000651,0,1.0,54,0.45999999999999996
000652,0,1.0,84,0.16000000000000003
000653,0,1.0,82,0.18000000000000005
000654,0,1.0,63,0.37
000655,0,1.0,95,0.050000000000000044
000656,0,1.0,91,0.08999999999999997
000657,0,1.0,93,0.06999999999999995
000658,0,1.0,84,0.16000000000000003
000659,0,1.0,76,0.24
000660,0,1.0,91,0.08999999999999997
000661,0,1.0,74,0.26
000662,0,1.0,60,0.4
000663,1,0.99,71,0.29000000000000004
000664,0,1.0,81,0.18999999999999995
000665,0,1.0,76,0.24
000666,0,1.0,81,0.18999999999999995
000667,0,1.0,81,0.18999999999999995
000668,1,0.99,75,0.25
000669,0,1.0,91,0.08999999999999997
000670,0,1.0,35,0.65
000671,0,1.0,88,0.12
000672,0,1.0,92,0.07999999999999996
000673,0,1.0,88,0.12
000674,0,1.0,90,0.09999999999999998
000675,0,1.0,71,0.29000000000000004
000676,0,1.0,69,0.31000000000000005
000677,0,1.0,57,0.43000000000000005
000678,0,1.0,33,0.6699999999999999
000679,0,1.0,74,0.26
000680,0,1.0,84,0.16000000000000003
000681,0,1.0,82,0.18000000000000005
000682,0,1.0,92,0.07999999999999996
000683,0,1.0,90,0.09999999999999998
000684,0,1.0,79,0.20999999999999996
000685,0,1.0,30,0.7
000686,2,0.98,74,0.26
000687,0,1.0,89,0.10999999999999999
000688,0,1.0,77,0.22999999999999998
000689,0,1.0,77,0.22999999999999998
000690,0,1.0,95,0.050000000000000044
000691,0,1.0,57,0.43000000000000005
000692,0,1.0,81,0.18999999999999995
000693,0,1.0,84,0.16000000000000003
000694,0,1.0,73,0.27
000695,0,1.0,88,0.12
000696,0,1.0,99,0.010000000000000009
000697,0,1.0,70,0.30000000000000004
000698,0,1.0,81,0.18999999999999995
000699,0,1.0,41,0.5900000000000001
000700,0,1.0,81,0.18999999999999995
000701,0,1.0,78,0.21999999999999997
000702,0,1.0,84,0.16000000000000003
000703,0,1.0,58,0.42000000000000004
000704,0,1.0,92,0.07999999999999996
000705,0,1.0,88,0.12
000706,0,1.0,84,0.16000000000000003
000707,0,1.0,90,0.09999999999999998
000708,0,1.0,87,0.13
000709,0,1.0,89,0.10999999999999999
000710,1,0.99,46,0.54
000711,0,1.0,76,0.24
000712,0,1.0,85,0.15000000000000002
000713,0,1.0,77,0.22999999999999998
000714,1,0.99,72,0.28
000715,0,1.0,71,0.29000000000000004
000716,0,1.0,90,0.09999999999999998
000717,0,1.0,80,0.19999999999999996
000718,0,1.0,94,0.06000000000000005
000719,0,1.0,45,0.55
000720,0,1.0,88,0.12
000721,0,1.0,76,0.24
000722,0,1.0,87,0.13
000723,1,0.99,78,0.21999999999999997
000724,0,1.0,87,0.13
000725,0,1.0,90,0.09999999999999998
000726,0,1.0,89,0.10999999999999999
000727,0,1.0,89,0.10999999999999999
000728,1,0.99,63,0.37
000729,1,0.99,67,0.32999999999999996
000730,0,1.0,68,0.31999999999999995
000731,0,1.0,67,0.32999999999999996
000732,0,1.0,48,0.52
000733,1,0.99,86,0.14
000734,0,1.0,86,0.14
000735,0,1.0,93,0.06999999999999995
000736,0,1.0,94,0.06000000000000005
000737,0,1.0,93,0.06999999999999995
000738,0,1.0,87,0.13
000739,0,1.0,93,0.06999999999999995
000740,0,1.0,88,0.12
000741,0,1.0,81,0.18999999999999995
000742,0,1.0,95,0.050000000000000044
000743,0,1.0,74,0.26
000744,0,1.0,71,0.29000000000000004
000745,0,1.0,95,0.050000000000000044
000746,0,1.0,76,0.24
000747,0,1.0,65,0.35
000748,0,1.0,100,0.0
000749,0,1.0,82,0.18000000000000005
000750,1,0.99,35,0.65
000751,0,1.0,74,0.26
000752,0,1.0,59,0.41000000000000003
000753,0,1.0,70,0.30000000000000004
000754,1,0.99,89,0.10999999999999999
000755,0,1.0,47,0.53
000756,0,1.0,70,0.30000000000000004
000757,0,1.0,71,0.29000000000000004
000758,0,1.0,47,0.53
000759,0,1.0,89,0.10999999999999999
000760,0,1.0,82,0.18000000000000005
000761,0,1.0,85,0.15000000000000002
000762,0,1.0,93,0.06999999999999995
000763,0,1.0,93,0.06999999999999995
000764,0,1.0,31,0.69
000765,0,1.0,84,0.16000000000000003
000766,0,1.0,71,0.29000000000000004
000767,0,1.0,95,0.050000000000000044
000768,0,1.0,59,0.41000000000000003
000769,0,1.0,98,0.020000000000000018
000770,0,1.0,80,0.19999999999999996
000771,0,1.0,89,0.10999999999999999
000772,0,1.0,86,0.14
000773,1,0.99,27,0.73
000774,0,1.0,72,0.28
000775,0,1.0,95,0.050000000000000044
000776,0,1.0,89,0.10999999999999999
000777,0,1.0,88,0.12
000778,0,1.0,88,0.12
000779,0,1.0,94,0.06000000000000005
000780,0,1.0,84,0.16000000000000003
000781,0,1.0,83,0.17000000000000004
000782,0,1.0,35,0.65
000783,0,1.0,75,0.25
000784,0,1.0,68,0.31999999999999995
000785,0,1.0,70,0.30000000000000004
000786,0,1.0,58,0.42000000000000004
000787,0,1.0,90,0.09999999999999998
000788,0,1.0,75,0.25
000789,0,1.0,92,0.07999999999999996
000790,0,1.0,84,0.16000000000000003
000791,0,1.0,97,0.030000000000000027
000792,0,1.0,69,0.31000000000000005
000793,0,1.0,90,0.09999999999999998
000794,0,1.0,55,0.44999999999999996
000795,0,1.0,83,0.17000000000000004
000796,0,1.0,90,0.09999999999999998
000797,0,1.0,75,0.25
000798,0,1.0,95,0.050000000000000044
000799,0,1.0,62,0.38
000800,0,1.0,83,0.17000000000000004
000801,0,1.0,73,0.27
000802,0,1.0,60,0.4
000803,0,1.0,78,0.21999999999999997
000804,0,1.0,84,0.16000000000000003
000805,0,1.0,64,0.36
000806,0,1.0,50,0.5
000807,0,1.0,60,0.4
000808,0,1.0,85,0.15000000000000002
000809,1,0.99,65,0.35
000810,0,1.0,65,0.35
000811,0,1.0,48,0.52
000812,0,1.0,73,0.27
000813,0,1.0,74,0.26
000814,0,1.0,90,0.09999999999999998
000815,0,1.0,88,0.12
000816,0,1.0,60,0.4
000817,0,1.0,91,0.08999999999999997
000818,0,1.0,89,0.10999999999999999
000819,0,1.0,88,0.12
000820,0,1.0,66,0.33999999999999997
000821,1,0.99,73,0.27
000822,0,1.0,79,0.20999999999999996
000823,0,1.0,82,0.18000000000000005
000824,0,1.0,90,0.09999999999999998
000825,0,1.0,65,0.35
000826,0,1.0,86,0.14
000827,0,1.0,74,0.26
000828,0,1.0,65,0.35
000829,0,1.0,81,0.18999999999999995
000830,1,0.99,63,0.37
000831,0,1.0,55,0.44999999999999996
000832,0,1.0,79,0.20999999999999996
000833,0,1.0,56,0.43999999999999995
000834,0,1.0,50,0.5
000835,0,1.0,71,0.29000000000000004
000836,0,1.0,41,0.5900000000000001
000837,0,1.0,77,0.22999999999999998
000838,0,1.0,76,0.24
000839,0,1.0,91,0.08999999999999997
000840,0,1.0,83,0.17000000000000004
000841,0,1.0,92,0.07999999999999996
000842,0,1.0,83,0.17000000000000004
000843,0,1.0,78,0.21999999999999997
000844,0,1.0,70,0.30000000000000004
000845,0,1.0,87,0.13
000846,0,1.0,97,0.030000000000000027
000847,0,1.0,81,0.18999999999999995
000848,0,1.0,46,0.54
000849,0,1.0,94,0.06000000000000005
000850,2,0.98,41,0.5900000000000001
000851,0,1.0,82,0.18000000000000005
000852,1,0.99,58,0.42000000000000004
000853,0,1.0,94,0.06000000000000005
000854,0,1.0,58,0.42000000000000004
000855,0,1.0,88,0.12
000856,0,1.0,75,0.25
000857,1,0.99,71,0.29000000000000004
000858,0,1.0,84,0.16000000000000003
000859,0,1.0,80,0.19999999999999996
000860,0,1.0,77,0.22999999999999998
000861,0,1.0,74,0.26
000862,0,1.0,90,0.09999999999999998
000863,0,1.0,68,0.31999999999999995
000864,0,1.0,73,0.27
000865,0,1.0,86,0.14
000866,0,1.0,91,0.08999999999999997
000867,0,1.0,72,0.28
000868,0,1.0,95,0.050000000000000044
000869,0,1.0,72,0.28
000870,0,1.0,61,0.39
000871,0,1.0,85,0.15000000000000002
000872,0,1.0,89,0.10999999999999999
000873,0,1.0,69,0.31000000000000005
000874,0,1.0,76,0.24
000875,0,1.0,79,0.20999999999999996
000876,0,1.0,89,0.10999999999999999
000877,0,1.0,86,0.14
000878,0,1.0,79,0.20999999999999996
000879,1,0.99,55,0.44999999999999996
000880,0,1.0,69,0.31000000000000005
000881,0,1.0,86,0.14
000882,0,1.0,90,0.09999999999999998
000883,1,0.99,66,0.33999999999999997
000884,0,1.0,70,0.30000000000000004
000885,0,1.0,75,0.25
000886,0,1.0,83,0.17000000000000004
000887,0,1.0,59,0.41000000000000003
000888,0,1.0,96,0.040000000000000036
000889,0,1.0,100,0.0
000890,0,1.0,48,0.52
000891,0,1.0,79,0.20999999999999996
000892,0,1.0,83,0.17000000000000004
000893,0,1.0,90,0.09999999999999998
000894,0,1.0,46,0.54
000895,1,0.99,50,0.5
000896,0,1.0,76,0.24
000897,0,1.0,77,0.22999999999999998
000898,0,1.0,47,0.53
000899,0,1.0,96,0.040000000000000036
000900,0,1.0,64,0.36
000901,0,1.0,96,0.040000000000000036
000902,0,1.0,67,0.32999999999999996
000903,0,1.0,79,0.20999999999999996
000904,0,1.0,73,0.27
000905,0,1.0,80,0.19999999999999996
000906,0,1.0,93,0.06999999999999995
000907,0,1.0,89,0.10999999999999999
000908,0,1.0,71,0.29000000000000004
000909,0,1.0,82,0.18000000000000005
000910,0,1.0,86,0.14
000911,0,1.0,76,0.24
000912,0,1.0,98,0.020000000000000018
000913,0,1.0,77,0.22999999999999998
000914,0,1.0,71,0.29000000000000004
000915,0,1.0,84,0.16000000000000003
000916,0,1.0,93,0.06999999999999995
000917,0,1.0,93,0.06999999999999995
000918,0,1.0,61,0.39
000919,0,1.0,80,0.19999999999999996
000920,0,1.0,96,0.040000000000000036
000921,0,1.0,74,0.26
000922,0,1.0,67,0.32999999999999996
000923,0,1.0,69,0.31000000000000005
000924,0,1.0,94,0.06000000000000005
000925,0,1.0,82,0.18000000000000005
000926,0,1.0,57,0.43000000000000005
000927,0,1.0,65,0.35
000928,0,1.0,89,0.10999999999999999
000929,0,1.0,35,0.65
000930,0,1.0,77,0.22999999999999998
000931,0,1.0,98,0.020000000000000018
000932,0,1.0,88,0.12
000933,0,1.0,80,0.19999999999999996
000934,0,1.0,87,0.13
000935,0,1.0,93,0.06999999999999995
000936,0,1.0,77,0.22999999999999998
000937,0,1.0,79,0.20999999999999996
000938,0,1.0,94,0.06000000000000005
000939,0,1.0,89,0.10999999999999999
000940,0,1.0,48,0.52
000941,0,1.0,93,0.06999999999999995
000942,0,1.0,66,0.33999999999999997
000943,0,1.0,90,0.09999999999999998
000944,0,1.0,77,0.22999999999999998
000945,0,1.0,25,0.75
000946,0,1.0,74,0.26
000947,0,1.0,57,0.43000000000000005
000948,0,1.0,63,0.37
000949,0,1.0,59,0.41000000000000003
000950,0,1.0,63,0.37
000951,0,1.0,99,0.010000000000000009
000952,0,1.0,69,0.31000000000000005
000953,0,1.0,70,0.30000000000000004
000954,0,1.0,36,0.64
000955,0,1.0,75,0.25
000956,0,1.0,60,0.4
000957,0,1.0,83,0.17000000000000004
000958,0,1.0,70,0.30000000000000004
000959,0,1.0,90,0.09999999999999998
000960,0,1.0,92,0.07999999999999996
000961,0,1.0,84,0.16000000000000003
000962,0,1.0,87,0.13
000963,0,1.0,75,0.25
000964,0,1.0,54,0.45999999999999996
000965,0,1.0,92,0.07999999999999996
000966,0,1.0,90,0.09999999999999998
000967,0,1.0,59,0.41000000000000003
000968,0,1.0,62,0.38
000969,0,1.0,32,0.6799999999999999
000970,0,1.0,93,0.06999999999999995
000971,0,1.0,82,0.18000000000000005
000972,0,1.0,76,0.24
000973,0,1.0,70,0.30000000000000004
000974,1,0.99,77,0.22999999999999998
000975,0,1.0,95,0.050000000000000044
000976,0,1.0,77,0.22999999999999998
000977,0,1.0,91,0.08999999999999997
000978,1,0.99,66,0.33999999999999997
000979,0,1.0,79,0.20999999999999996
000980,0,1.0,91,0.08999999999999997
000981,0,1.0,72,0.28
000982,0,1.0,56,0.43999999999999995
000983,0,1.0,65,0.35
000984,0,1.0,72,0.28
000985,0,1.0,75,0.25
000986,0,1.0,67,0.32999999999999996
000987,0,1.0,68,0.31999999999999995
000988,0,1.0,73,0.27
000989,0,1.0,71,0.29000000000000004
000990,0,1.0,34,0.6599999999999999
000991,0,1.0,82,0.18000000000000005
000992,0,1.0,94,0.06000000000000005
000993,0,1.0,63,0.37
000994,0,1.0,93,0.06999999999999995
000995,0,1.0,53,0.47
000996,0,1.0,84,0.16000000000000003
000997,1,0.99,28,0.72
000998,0,1.0,84,0.16000000000000003
000999,0,1.0,76,0.24
